client,client_type,strategy,behavior_similarity,holding_similarity,style_score,performance_score,final_score,rank,strategy_avg_return_pct,strategy_max_drawdown,strategy_sharpe_approx,client_avg_return_pct,client_max_drawdown,client_sharpe_approx,return_improvement,drawdown_improvement
保守防御型_01,synthetic_client,食品ETF增强,0.36830437797943927,0.32942460649530036,0.34692050366316285,1.0,0.5428443525642139,1,0.0353,-0.1321,0.5463719973242132,0.005070845214085219,-0.6,0.026632601824490613,0.03022915478591478,0.4679
保守防御型_01,synthetic_client,煤炭周期优选动态轮动策略,0.4492067014485628,0.05081276798792442,0.23009003804521166,0.7000000000000001,0.37106302663164814,2,0.0537,-0.2129,0.3714099011610187,0.005070845214085219,-0.6,0.026632601824490613,0.04862915478591478,0.3871
保守防御型_01,synthetic_client,半导体优选策略,0.2748419750850749,-0.230297936389551,-0.0029849762259693408,0.7000000000000001,0.20791051664182147,3,0.9891,-0.1962,5.912804034378871,0.005070845214085219,-0.6,0.026632601824490613,0.9840291547859148,0.40379999999999994
保守防御型_01,synthetic_client,计算机ETF优选策略,0.2645611389536475,-0.29955512982879995,-0.0457028088766986,0.7000000000000001,0.178008033786311,4,1.0552,-0.2322,4.597496829588051,0.005070845214085219,-0.6,0.026632601824490613,1.0501291547859146,0.3678
保守防御型_01,synthetic_client,动量趋势策略,-0.497892538327115,0.08721760777193399,-0.17608195797263806,1.0,0.17674262941915336,5,1.3091,-0.1214,27.88755024876618,0.005070845214085219,-0.6,0.026632601824490613,1.3040291547859146,0.47859999999999997
保守防御型_01,synthetic_client,双创50增强,0.6778988093956,-0.7828464610411064,-0.12551108934458854,0.7000000000000001,0.12214223745878805,6,1.1131,-0.2103,2.867896615430161,0.005070845214085219,-0.6,0.026632601824490613,1.1080291547859147,0.3897
保守防御型_01,synthetic_client,军工ETF增强,-0.056994375497790704,-0.34475303373179783,-0.21526163752649466,0.7000000000000001,0.05931685373145376,7,0.7849,-0.2151,3.910415057358552,0.005070845214085219,-0.6,0.026632601824490613,0.7798291547859149,0.38489999999999996
保守防御型_01,synthetic_client,医疗ETF增强,0.1988614252797092,-0.588311238089485,-0.23408353957334763,0.7000000000000001,0.0461415222986567,8,0.2091,-0.1908,1.9020858347784249,0.005070845214085219,-0.6,0.026632601824490613,0.2040291547859148,0.4092
保守防御型_01,synthetic_client,沪深300增强策略,-0.38568689188883476,-0.12508801681228376,-0.24235751059673172,0.7000000000000001,0.04034974258228782,9,0.593,-0.1756,3.9042532739466216,0.005070845214085219,-0.6,0.026632601824490613,0.5879291547859148,0.4244
保守防御型_01,synthetic_client,通信ETF增强,-0.3114767225503678,-0.21659944230047426,-0.2592942184129263,0.7000000000000001,0.028494047110951604,10,2.4045,-0.2064,16.149844475140775,0.005070845214085219,-0.6,0.026632601824490613,2.399429154785915,0.39359999999999995
保守防御型_01,synthetic_client,中证2000增强,-0.406883854402303,-0.2969410893806904,-0.3464153336404161,0.7000000000000001,-0.03249073354829124,11,0.6757,-0.1532,7.49276065340675,0.005070845214085219,-0.6,0.026632601824490613,0.6706291547859148,0.4468
保守防御型_01,synthetic_client,形态识别,-0.7265477155259724,-0.3817741005874154,-0.536922227309766,1.0,-0.07584555911683621,12,0.3346,-0.2057,5.96181387741118,0.005070845214085219,-0.6,0.026632601824490613,0.32952915478591477,0.3943
