entity_name,entity_type,theme,n_records,n_trade_days,summary_cum_return_2025,summary_drawdown_2025,summary_annual_return,log_trade_freq,avg_hold_days,turnover_rate,log_avg_trade_amount,buy_sell_ratio,trade_regularity,num_stocks,concentration_top3,concentration_top1,avg_position_pct,position_peak_ratio,stock_turnover,avg_return_pct,win_rate,profit_loss_ratio,max_drawdown,return_volatility,sharpe_approx
保守防御型_01,synthetic_client,保守防御型,196,154,,,,1.031471440092542,43.10963011129255,0.48659498758151337,11.587303521815851,1.1379124261140592,1.057156689127524,53.057192950805295,0.49106557992165323,0.20909675281232043,0.4170015384895857,2.7639390739833347,0.1307980232442868,0.005070845214085219,0.6482285490805235,0.7237420143419274,-0.6,0.05455146079487287,0.026632601824490613
均衡配置型_02,synthetic_client,均衡配置型,233,101,,,,1.2982651852212057,17.85232159736036,0.4430046777650486,11.676408612506766,1.3566483184439455,1.2154041688025723,61.99581902405392,0.39499452934196344,0.22624135369505646,0.6082357807039565,2.4435843861442184,0.16331456023688065,0.0037802408559260313,0.6173282050131594,0.6582997189974377,-0.586357318149945,0.0573683895260659,0.061812405207006406
高频交易型_03,synthetic_client,高频交易型,292,50,,,,1.706917637112796,3.618648181355187,1.176161695557274,11.461721146470195,1.2944332555489537,1.541975611151334,52.90677920276264,0.44034329477359074,0.2489359629952414,0.5796608452678693,2.7009726307332893,0.11386539355837352,0.005475254299096902,0.638881023666425,0.6254385190555547,-0.6,0.05296228085099723,0.03995635142631543
成长进攻型_04,synthetic_client,成长进攻型,291,129,,,,1.60140431493914,11.168904410016728,0.6921679487364455,11.119438570649187,1.3346888937865893,1.3224441417545805,70.79634267997753,0.4814381877744409,0.2454338214114068,0.4931943190855947,2.342533689703996,0.13270973890951515,0.0045133496272154894,0.6029391224364534,0.6419803137508612,-0.6,0.06040222957670242,0.07248678491611263
集中持仓型_05,synthetic_client,集中持仓型,212,84,,,,1.224224842770949,21.222665958669424,0.6403944559926625,11.192329445845473,1.4310785208322736,1.1731014368623778,46.4377459481588,0.5809552353589936,0.24591881534348134,0.7489496147576308,2.7889929085767124,0.11255207875201381,0.005942248850486796,0.6353987959468,0.7338486447751493,-0.6,0.04984943362309368,0.06323757751788855
保守防御型_06,synthetic_client,保守防御型,116,158,,,,0.6877214541889616,40.33489828001518,0.22255177238237517,11.416412810250764,1.2652154750043045,1.2244886935414974,68.85273362417485,0.4877263972947103,0.24292963931051953,0.4048284099691025,2.423223133042562,0.08960412791005515,0.004083707084787053,0.6428205481984889,0.6116396903899138,-0.5962879992418355,0.053773684584385764,0.04181864639441284
均衡配置型_07,synthetic_client,均衡配置型,233,118,,,,1.3222153169023791,14.469922085997377,0.5810327569549306,11.296988791880727,1.5704899321119101,1.249625506429977,52.94283452308574,0.36553918480741865,0.21971769520672507,0.7512267369760013,2.570560435848661,0.12076258504411286,0.00833673284200048,0.6045774177932924,0.667187962058192,-0.6,0.04835208647396083,0.009236891934654129
高频交易型_08,synthetic_client,高频交易型,356,113,,,,1.8250948633270352,1.0,0.9104361636028593,11.38915438415874,1.4775104487836799,1.861524902908231,90.62521376838129,0.45667325736023784,0.16546720289955968,0.22376913274679822,2.571825763360912,0.0928723609106337,0.003758448658277366,0.6154461950395712,0.6926726939017313,-0.539730180332467,0.05668698888638382,0.05995179704896881
成长进攻型_09,synthetic_client,成长进攻型,198,170,,,,0.979449803471814,14.893762436348126,0.5377544036163827,12.209897121490101,1.3913250008644176,1.4709370618991437,56.15871265823078,0.3232312673575444,0.16656255846853257,0.43631233421308313,3.156236935127918,0.09267100445575055,0.007022950643163195,0.6099647392109208,0.7474443609919953,-0.6,0.05652093106473506,0.06485954027082307
集中持仓型_10,synthetic_client,集中持仓型,204,48,,,,1.3955916311401377,15.201198313125857,0.36071468356870606,10.886253036809622,1.3964769235397303,1.5789315446698122,53.49073486634108,0.6029069405324485,0.3123750248012498,0.8726890231104094,3.0053206083243644,0.10245702520247932,0.007466691297897473,0.6350637847310785,0.7783033902972067,-0.6,0.04509325561395965,0.00959192079982172
保守防御型_11,synthetic_client,保守防御型,215,59,,,,1.3099023951733537,51.55472518586194,0.3153242332074908,11.751902350858833,1.2406734678234121,1.1309430426100655,60.008251862422554,0.4845274043543615,0.2096205965849387,0.5211868556759569,2.593767768872718,0.14581085509131908,0.00513068368363696,0.6391194565524682,0.5951498359386306,-0.6,0.047356492860153684,0.01581011144101089
均衡配置型_12,synthetic_client,均衡配置型,180,119,,,,1.2424989739983272,28.655858570414495,0.3454877330197289,11.299763080439236,1.3165125768077315,1.2336319267514422,80.26580621843091,0.3954789737712301,0.26983578782164913,0.5225370958665402,2.0897000289211705,0.10691704040539829,0.005361635268006967,0.6303107378918177,0.6444778684669459,-0.6,0.05202109147650243,0.1713745314425229
高频交易型_13,synthetic_client,高频交易型,367,141,,,,1.7012738326439207,1.0,0.8427727778533654,11.103419058979652,1.4138901551154157,1.718303419184683,41.50202684102626,0.3675183276077414,0.11353934054060809,0.5213042419527198,2.1540711128857217,0.09963150171032169,0.0026337671901774094,0.6252061298475091,0.6100865841073476,-0.6,0.06839501455060296,0.01295347862938645
成长进攻型_14,synthetic_client,成长进攻型,319,132,,,,1.668507272904957,48.178659012931874,0.3688789469285843,11.534860976879385,1.4170497978097203,1.6060240527670762,49.584206278460975,0.4016322674555545,0.24471575039183685,0.6115646088541352,2.369605310652561,0.10906364154381192,0.0016289438634544537,0.6224937487257404,0.686257767621398,-0.6,0.05415409796011511,0.086189757519847
集中持仓型_15,synthetic_client,集中持仓型,207,176,,,,1.3385606924553666,23.119005438802596,0.5539106423607103,11.29011014520821,1.287609018580565,1.3502854302765959,50.02147546859575,0.7874489659822447,0.37012373034843626,0.7336714517844092,2.6967642783815022,0.0857325001262271,0.00767348060914784,0.6319349465056348,0.7243873070370583,-0.6,0.05786812985859129,0.08547702310006651
保守防御型_16,synthetic_client,保守防御型,162,79,,,,0.8791546022742727,55.904901140869896,0.3811431063107352,11.197756886801411,1.3628629079382002,1.2473398093515218,53.390557397382786,0.6402251639590775,0.09472963209694873,0.5100964289120534,2.5431827422577458,0.11931117670866093,0.004003575041696344,0.593872756570158,0.7166162554280244,-0.4623205389707887,0.04325653696530342,0.10252316166249777
均衡配置型_17,synthetic_client,均衡配置型,255,122,,,,1.2960285453542766,9.33291789953077,0.49535007262798286,11.700899772805919,1.4464052047357114,1.6066785119053903,82.6209230667362,0.3872165120789204,0.2880699062476946,0.6122032391592926,2.568323282728636,0.10518346482167863,0.004932843734189898,0.6138379850722055,0.7504073056548867,-0.6,0.05531065619030275,0.0586187665197491
高频交易型_18,synthetic_client,高频交易型,464,108,,,,2.016038241848754,15.102221806887702,1.1742762885841076,10.793316090900719,1.3673112860388568,1.2876920381683772,44.34460622774182,0.5481863203040289,0.2384452213740359,0.4402850939065771,2.1693654677906222,0.11303577704841186,0.0018059217401691819,0.6143333669383411,0.7157997597059429,-0.5304740049610399,0.0593685983503696,-0.028843624273449192
成长进攻型_19,synthetic_client,成长进攻型,210,53,,,,1.3221964923103686,23.728822878987685,0.7900577835555591,10.999241478151095,1.3034926893430734,1.399979237389447,41.564490873010556,0.5452427857732193,0.22637198836601002,0.6737822940263631,2.308428076770132,0.13165564837041827,0.00758341633732811,0.6313719458612097,0.7118358522608377,-0.6,0.0523255380534142,0.06041421409441571
